1,842,76,983,76,983,95,842,95,KATALYST DEMO CO LTD,other
1,869,97,983,97,983,113,869,113,41 ALFRISTON ROAD,other
1,911,117,983,117,983,133,911,133,MANUREWA,other
1,90,114,430,114,430,168,90,168,KATALYST,Bill_to_name
1,855,135,983,135,983,153,855,153,MANUKAU CITY 2243,other
1,897,155,983,155,983,171,897,171,NEW ZEALAND,Vendor_Address
1,857,193,983,193,983,211,857,211,PHONE 09 269 5466,Vendor_Phone_Number
1,833,215,985,215,985,233,833,233,GLENNIS@KATALYST CO.NZ,other
1,71,277,279,277,279,315,71,315,TAX INVOICE,other
1,71,335,247,335,247,355,71,355,ATTENTION: GLENNIS STUCKEY,other
1,781,337,821,337,821,353,781,353,DATE:,other
1,895,335,983,335,983,353,895,353,19 JUNE 2015,Created_Date
1,71,355,229,355,229,375,71,375,THE PURPLE HORSE LTD,other
1,751,357,821,357,821,371,751,371,DATE DUE:,other
1,893,353,983,353,983,373,893,373,26 JUNE 2015,other
1,73,377,165,377,165,393,73,393,PO BOX 75337,other
1,707,375,821,375,821,391,707,391,INVOICE NUMBER:,other
1,927,375,983,375,983,391,927,391,I000027,Invoice_Number
1,73,397,145,397,145,413,73,413,MANUREWA,other
1,745,395,821,395,821,411,745,411,REFERENCE:,other
1,955,395,983,395,983,411,955,411,BOB,other
1,71,413,171,413,171,433,71,433,AUCKLAND 2243,other
1,729,415,821,415,821,431,729,431,GST NUMBER:,other
1,897,415,985,415,985,431,897,431,XXX-XXX-XXX,other
1,71,435,159,435,159,451,71,451,NEW ZEALAND,other
1,71,493,235,493,235,513,71,513,BROCHURE FOR NEW SITE,other
1,71,517,185,517,185,533,71,533,JOB NO: JOOOO65,other
1,73,553,619,553,619,573,73,573,PRODUCE SIMILAR TO EXISTING BROCHURE WITH UPDATED DETAILS\, MAP AND SITE INFORMATION_,other
1,69,593,115,593,115,613,69,613,TASKS,other
1,740,594,783,594,783,614,740,614,TIME,other
1,845,597,883,597,883,613,845,613,RATE,other
1,931,595,995,595,995,613,931,613,AMOUNT,other
1,73,617,165,617,165,635,73,635,15 JUNE 2015,other
1,211,618,317,618,317,637,211,637,GLENNIS STUCKEY,Line_Item_Description
1,424,618,481,618,481,637,424,637,CONCEPT,other
1,749,619,783,619,783,635,749,635,1.30,other
1,835,619,883,619,883,635,835,635,178.00,Line_Item_Price
1,943,617,993,617,993,635,943,635,267.00,Line_Item_Total
1,73,635,163,635,163,655,73,655,16 JUNE 2015,other
1,225,639,317,639,317,655,225,655,ENNIS STUCKEY,other
1,425,639,481,639,481,655,425,655,CONCEPT,other
1,751,639,783,639,783,655,751,655,1.00,other
1,835,639,883,639,883,655,835,655,178.00,other
1,945,639,993,639,993,655,945,655,178.00,other
1,73,657,163,657,163,675,73,675,17 JUNE 2015,other
1,211,659,317,659,317,675,211,675,GLENNIS STUCKEY,other
1,425,659,471,659,471,677,425,677,DESIGN,other
1,749,659,783,659,783,675,749,675,1.00,other
1,835,659,883,659,883,675,835,675,178.00,other
1,945,659,993,659,993,675,945,675,178.00,other
1,73,675,165,675,165,693,73,693,17 JUNE 2015,other
1,225,677,317,677,317,695,225,695,ENNIS STUCKEY,other
1,425,679,471,679,471,695,425,695,DESIGN,other
1,749,677,781,677,781,693,749,693,3\,05,Line_Item_Quantity
1,833,675,883,675,883,693,833,693,178.00,other
1,945,675,993,675,993,693,945,693,548.83,other
1,73,695,165,695,165,715,73,715,18 JUNE 2015,other
1,211,697,317,697,317,715,211,715,GLENNIS STUCKEY,other
1,425,697,511,697,511,715,425,715,ART DIRECTION,other
1,749,697,783,697,783,713,749,713,2\,00,other
1,833,695,883,695,883,713,833,713,150.00,other
1,945,697,993,697,993,713,945,713,300.00,other
1,71,757,115,757,115,775,71,775,COSTS,other
1,711,755,779,755,779,775,711,775,QUANTITY,other
1,803,755,879,755,879,773,803,773,UNIT PRICE,other
1,929,755,995,755,995,775,929,775,AMOUNT,other
1,71,781,161,781,161,799,71,799,PHOTOGRAPHY,other
1,747,779,779,779,779,797,747,797,1.00,other
1,833,781,881,781,881,797,833,797,500.00,other
1,945,781,993,781,993,797,945,797,500.00,other
1,71,801,281,801,281,817,71,817,PHOTOS OF ENTRANCE AND CARPARK,other
1,71,819,241,819,241,837,71,837,FULL COLOUR SAMPLE PRINTS,other
1,747,819,779,819,779,835,747,835,2.00,other
1,849,819,881,819,881,835,849,835,5.00,other
1,955,819,993,819,993,835,955,835,10.00,other
1,71,837,439,837,439,857,71,857,SAMPLE PRINTED IN FULL COLOUR AND FOLDED AS PER BROCHURE,other
1,823,899,877,899,877,915,823,915,SUBTOTAL,other
1,933,899,993,899,993,915,933,915,1\,981.83,other
1,853,921,881,921,881,937,853,937,GST,other
1,943,919,993,919,993,937,943,937,297.27,Total
1,843,953,881,953,881,969,843,969,TOTAL,other
1,923,951,995,951,995,971,923,971,S2\,279.10,other
1,69,983,115,983,115,1001,69,1001,THIS IS,other
1,126,984,229,984,229,1003,126,1003,DUMMY INVOICE,other
1,237,983,479,983,479,1003,237,1003,PLEASE DO NOT PAY BY DIRECT CREDIT TO:,other
1,869,993,993,993,993,1011,869,1011,DUE: 26 JUNE 2015,other
1,71,1003,211,1003,211,1021,71,1021,12-1234-1234567-00,Account_number
