1,107,229,297,229,297,271,107,271,SUSHI  MENTAI,other
1,331,229,523,229,523,271,331,271,PANDAN  INDAH,other
1,60,264,582,264,582,312,60,312,KMF   FOODICIOUS   SON  BHD  ( 1132106-H),other
1,109,307,151,307,151,345,109,345,NO,other
1,169,307,509,307,509,349,169,349,9-G \, JALAN PERUBATAN 2,other
1,79,345,273,345,273,383,79,383,PANDAN INDAH,other
1,291,345,573,345,573,383,291,383,55100 KUALA LUMPUR ,Vendor_Address
1,171,381,223,381,223,421,171,421,TEL,other
1,261,381,479,381,479,419,261,419,+803  2856  0385,Vendor_Phone_Number
1,125,417,245,417,245,460,125,460,GST REG.,other
1,261,419,301,419,301,457,261,457,NO,other
1,333,417,523,417,523,457,333,457,000897208320,other
1,143,493,237,493,237,531,143,531,TAX,other
1,262,495,474,495,474,533,262,533,INVOICE,other
1,18,560,302,560,302,640,18,640,TABLE T13,other
1,21,631,241,631,241,671,21,671,ORDER#: 275705,Invoice_Number
1,19,667,311,667,311,712,19,712,BI]L#; V015 - 673381,Reference_Number
1,423,671,567,671,567,713,423,713,PAX(S) : 0,other
1,21,709,91,709,91,747,21,747,DATE,other
1,155,711,449,711,449,749,155,749,09-04-2018 19;22:25,other
1,21,745,271,745,271,787,21,787,CASHIER ; CASHIER,other
1,21,821,195,821,195,865,21,865,DESCRIPT ION,other
1,243,823,299,823,299,867,243,867,QTY,other
1,349,825,463,825,463,867,349,867,U.PRICE,other
1,485,825,629,825,629,863,485,863,TOTAL TAX,other
1,21,899,285,899,285,941,21,941,TORI TERIYAKI DON,other
1,232,942,282,942,282,972,232,972,1 X,other
1,351,939,433,939,433,975,351,975,12.80,other
1,485,939,569,939,569,975,485,975,12\,80,other
1,587,937,627,937,627,975,587,975,SR,other
1,19,970,163,970,163,1011,19,1011,TAKO BAL1,other
1,227,1011,288,1011,288,1050,227,1050,1X,other
1,363,1011,433,1011,433,1049,363,1049,0\,00,other
1,499,1013,569,1013,569,1049,499,1049,0 \, 00,other
1,19,1045,181,1045,181,1085,19,1085,SUSHI 1\,80,other
1,225,1085,288,1085,288,1126,225,1126,4 X,Line_Item_Description
1,365,1087,433,1087,433,1125,365,1125,1.80,other
1,501,1089,569,1089,569,1125,501,1125,7.20,Created_Date
1,589,1089,629,1089,629,1125,589,1125,SR,other
1,19,1121,179,1121,179,1163,19,1163,SUSHI "2\,80,other
1,227,1163,285,1163,285,1201,227,1201,2 X,other
1,363,1163,433,1163,433,1203,363,1203,2.80,other
1,499,1163,569,1163,569,1203,499,1203,5\, 60,other
1,587,1163,629,1163,629,1203,587,1203,SR,other
1,19,1199,164,1199,164,1239,19,1239,GREEN TEA,other
1,227,1241,286,1241,286,1282,227,1282,1X,other
1,365,1243,433,1243,433,1281,365,1281,1\,00,other
1,501,1241,569,1241,569,1283,501,1283,1\,00,other
1,587,1241,629,1241,629,1283,587,1283,SR,other
1,21,1319,101,1319,101,1359,21,1359,TOTA|,other
1,111,1319,225,1319,225,1359,111,1359,(EXC LUD-,other
1,273,1321,357,1321,357,1361,273,1361,GST ) ;,other
1,543,1321,629,1321,629,1361,543,1361,26 \, 630,other
1,21,1357,91,1357,91,1395,21,1395,SERV,other
1,106,1353,312,1353,312,1401,106,1401,CHARGE ( 10X) ;,other
1,559,1361,629,1361,629,1397,559,1397,2 \, 66,Tax
1,19,1391,205,1391,205,1436,19,1436,GST PAYABLE;,other
1,561,1397,629,1397,629,1435,561,1435,1\,76,other
1,21,1431,401,1431,401,1471,21,1471,TOTA| ( INCLUSIVE OF GST) ;,other
1,543,1435,629,1435,629,1473,543,1473,31\,02,Total
1,19,1467,207,1467,207,1509,19,1509,ROUNDING ADJ,other
1,545,1473,629,1473,629,1509,545,1509,~0\,02,other
1,14,1536,203,1536,203,1608,14,1608,TOTAL:,other
1,463,1543,629,1543,629,1611,463,1611,31.00,other
1,17,1637,129,1637,129,1675,17,1675,CLOSED:,other
1,139,1641,159,1641,159,1669,139,1669,0,other
1,302,1638,463,1638,463,1677,302,1677,0G-04-2018,other
1,497,1641,627,1641,627,1679,497,1679,20:01;23,other
1,17,1673,253,1673,253,1711,17,1711,SERVER : CASHIER,other
1,17,1745,89,1745,89,1783,17,1783,CASH,other
1,541,1751,627,1751,627,1787,541,1787,31\,00,other
1,17,1857,191,1857,191,1901,17,1901,GST   SUMMARY,other
1,316,1859,473,1859,473,1902,316,1902,AMOUNT (RM),other
1,509,1861,623,1861,623,1905,509,1905,TAX(RM),other
1,19,1897,59,1897,59,1933,19,1933,SR,other
1,165,1895,263,1895,263,1937,165,1937,(@ 6X),other
1,391,1899,475,1899,475,1939,391,1939,29\,26,Line_Item_Quantity
1,557,1901,625,1901,625,1941,557,1941,1\,76,other
1,229,2081,386,2081,386,2123,229,2123,THANK YOU!,other
1,169,2117,445,2117,445,2159,169,2159,PLEASE  COME AGAIN!,other
1,217.0064985989292,1318.1253445358238,272.61628906602124,1326.2904815324264,264.99350140107083,1364.8746554641762,210.3837109339788,1355.7095184675736,LING,other
