1,10,18,128,18,128,50,10,50,3180303,other
1,150,134,472,134,472,158,150,158,LAN HING STATIONERY SDN BHD,other
1,266,158,364,158,364,182,266,182,162761-M),other
1,130,180,488,180,488,204,130,204,N0.32 & 33\, JALAN SR 1 9 SEKSYEN 9,Line_Item_Description
1,192,204,426,204,426,228,192,228,TAMAN SERDANG RAYA,Vendor_Name
1,134,226,490,226,490,250,134,250,4JJOU SERI KEMBANGAN; SELANGOR,Vendor_Address
1,241,251,383,251,383,271,241,271,DARUL EHSAN,other
1,184,274,266,274,266,300,184,300,GST ID,other
1,278,274,440,274,440,302,278,302,0021*9201536,Vendor_Phone_Number
1,250,307,372,307,372,334,250,334,TAX INVOICE,other
1,112,333,212,333,212,363,112,363,27 032018,Created_Date
1,365,339,395,339,395,359,365,359,NO,other
1,442,336,504,336,504,362,442,362,220242,other
1,376,382,454,382,454,408,376,408,OTY TAX,other
1,490,382,526,382,526,406,490,406,RM,other
1,104,404,272,404,272,428,104,428,DURAFILE H399 ( 110,other
1,285,403,350,403,350,430,285,430,9SRRRR),other
1,378,404,414,404,414,428,378,428,100,Line_Item_Quantity
1,422,404,454,404,454,428,422,428,SR,other
1,472,404,526,404,526,428,472,428,58\,30,other
1,103,426,160,426,160,452,103,452,NAME,other
1,220,426,342,426,342,452,220,452,(H) @ 0 5500,other
1,106,460,310,460,310,488,106,488,809 METAL NARRE BADGE,other
1,421,463,453,463,453,483,421,483,SR,other
1,472,462,526,462,526,486,472,486,21.20,Line_Item_Total
1,117,480,266,480,266,508,117,508,100'& @ 20 0OOO,other
1,124,530,362,530,362,554,124,554,TOTAL ANIT INCL GST @ 6*,other
1,449,533,501,533,501,553,449,553,79 50,other
1,173,563,364,563,364,590,173,590,ROUNDING ADJUSTMENT,other
1,196,598,364,598,364,622,196,622,TOTAL AJNT PAYABIE,other
1,444,596,500,596,500,620,444,620,79 50,other
1,248,628,366,628,366,652,248,652,PAID AMOUNT,other
1,438,630,500,630,500,654,438,654,100.00,other
1,286,660,363,660,363,691,286,691,CHANGE,other
1,448,662,502,662,502,686,448,686,20 50,Tax
1,209,699,257,699,257,719,209,719,TOU,other
1,294,698,362,698,362,722,294,722,TENDER,other
1,464,698,500,698,500,722,464,722,101,Total
1,120,745,252,745,252,774,120,774,GST SUMMARY,other
1,287,749,357,749,357,769,287,769,AMOUNT,other
1,438,748,478,748,478,772,438,772,TAX,other
1,308,770,358,770,358,794,308,794,(RM),other
1,426,770,478,770,478,794,426,794,(RM),other
1,118,802,196,802,196,826,118,826,SR @ A,other
1,312,800,364,800,364,824,312,824,715.00,other
1,449,803,477,803,477,823,449,823,50,other
1,120,826,168,826,168,850,120,850,TOTAL,Line_Item_Description
1,312,826,366,826,366,850,312,850,75.00,other
1,448,826,478,826,478,850,448,850,50,other
1,238,866,358,866,358,890,238,890,THANK YOU,other
1,157,893,451,893,451,913,157,913,FOR ANV ENULLIRV NLEASE RANTACT (IS,other
1,408.6027607015021,335.34524533285406,448.31579070685115,331.0928782414167,450.3972392984979,359.65475466714594,409.68420929314885,362.9071217585833,CS,other
1,160.95805693252922,423.1867537178289,223.901838873174,431.2388619349052,220.04194306747078,455.8132462821711,157.098161126826,448.7611380650948,BADGE,other
1,310.95805693252925,457.1867537178289,352.817368556361,464.9692554062094,348.04194306747075,489.8132462821711,306.182631443639,482.0307445937906,CLP,other
1,256.88582797093767,695.2145699273442,297.7500878941253,700.8012437384582,294.11417202906233,725.7854300726558,253.24991210587473,720.1987562615418,ARY `,other
