1,10,11,230,11,230,44,10,44,MY COMPANY NAME,other
1,500,12,592,12,592,40,500,40,INVOICE,other
1,17,43,133,43,133,59,17,59,MY COMPANY SLOGAN,other
1,384,72,406,72,406,80,384,80,DALE",other
1,494,72,542,72,542,80,494,80,SEPLEMCER,other
1,553,71,579,71,579,83,553,83,2013,Line_Item_Quantity
1,382,90,424,90,424,98,382,98,INVORE #,other
1,493,89,543,89,543,101,493,101,INV-DOOC),other
1,54,94,184,94,184,118,54,118,INSERT YOUR LOGO,other
1,384,108,420,108,420,116,384,116,CUSTOME,other
1,495,107,549,107,549,119,495,119,[ABC123451,other
1,384,126,422,126,422,134,384,134,PURCHAA,other
1,424,124,459,124,459,138,424,138,ORCER #,other
1,496,126,538,126,538,134,496,134,12245678,other
1,383,145,459,145,459,157,383,157,PAYMENT DUE BY-,other
1,496,144,528,144,528,152,496,152,OCTOBER,other
1,541,143,565,143,565,155,541,155,2013,other
1,17,169,57,169,57,183,17,183,BILL TO:,other
1,391,169,499,169,499,183,391,183,SHIP TO (IF DIFFCRENT):,other
1,16,190,48,190,48,198,16,198,NALRNCL,other
1,392,190,422,190,422,198,392,198,CUMU,other
1,16,208,90,208,90,216,16,216,ICCMPANY NAME,other
1,394,208,466,208,466,216,394,216,COMPANY NANEL,other
1,15,225,87,225,87,237,15,237,[STREET ADARESS],other
1,392,226,460,226,460,234,392,234,ISUREEL ADDRE%31,other
1,15,243,105,243,105,255,15,255,[CITY \, ST ZIP CODE],other
1,391,243,479,243,479,257,391,257,(CITY. ST ZIP CODO],other
1,15,261,53,261,53,275,15,275,[PHONE],other
1,391,261,427,261,427,275,391,275,(PNONE],other
1,6,286,65,286,65,300,6,300,SALESPERSON,other
1,112,286,191,286,191,302,112,302,SHIPPING METHOD,other
1,198,286,241,286,241,300,198,300,[SHIPPING,other
1,244,288,272,288,272,296,244,296,TETINS,other
1,289,287,361,287,361,299,289,299,PAYMENT TERMS,other
1,492,285,555,285,555,299,492,299,(DELIVERY DATE,other
1,7,305,43,305,43,319,7,319,[NAMEL,other
1,72,330,129,330,129,344,72,344,DESCRIPTLON,other
1,432,334,476,334,476,342,432,342,UNIT PTICE,other
1,544,332,568,332,568,340,544,340,TOTEL,other
1,17,351,55,351,55,363,17,363,112233,other
1,74,348,117,348,117,364,74,364,PRODUCT =,Line_Item_Description
1,17,369,55,369,55,381,17,381,223311,other
1,75,367,113,367,113,379,75,379,PRODUCT,other
1,567,367,591,367,591,381,567,381,5.00,Line_Item_Total
1,21,387,55,387,55,399,21,399,12233,other
1,75,387,115,387,115,399,75,399,PRODUCT,other
1,561,387,591,387,591,399,561,399,18.00,Line_Item_Total
1,17,405,55,405,55,419,17,419,331122,other
1,75,405,115,405,115,417,75,417,PRODUCT,other
1,561,405,591,405,591,417,561,417,27.75,Line_Item_Total
1,17,423,55,423,55,437,17,437,221133,other
1,75,423,115,423,115,435,75,435,PRODUCT,other
1,461,423,487,423,487,437,461,437,5.70,Line_Item_Price
1,561,423,591,423,591,435,561,435,34.20,Tax
1,17,441,55,441,55,455,17,455,665544,Line_Item_Quantity
1,75,441,127,441,127,455,75,455,PRODUCT 14,Line_Item_Description
1,17,577,171,577,171,591,17,591,SPECIAL NOTCS AND INSTRUCTIONS,other
1,415,577,455,577,455,591,415,591,SUBTOTAL,other
1,555,577,589,577,589,591,555,591,103.45,SubTotal
1,415,597,491,597,491,609,415,609,SALES TAX RATE,other
1,561,595,591,595,591,609,561,609,10.00,other
1,415,615,465,615,465,627,415,627,SALES TAX,other
1,561,615,591,615,591,627,561,627,10.35,Line_Item_Quantity
1,415,633,441,633,441,645,415,645,S&H,other
1,561,633,591,633,591,645,561,645,10\,00,other
1,414,650,461,650,461,666,414,666,DISCOUNT,other
1,415,669,441,669,441,683,415,683,TOTAL,other
1,555,669,591,669,591,683,555,683,123.80,Total
1,191,695,309,695,309,709,191,709,MAKE ALL CHECK5 PAYABLE,other
1,319,695,383,695,383,709,319,709,MY COMPANY,other
1,384,698,410,698,410,704,384,704,NAME,other
1,213,721,391,721,391,737,213,737,THANK YOU FOR YOUR BUSINESSL,other
1,69,745,107,745,107,757,69,757,SHOULD,other
1,126,746,168,746,168,754,126,754,NAVC ANY,other
1,168,743,323,743,323,758,168,758,ENQUIRICS CONCERNING THIS INVOICE,other
1,327,745,537,745,537,757,327,757,PLEASE CONIACI JOHN DOC 0N 0-000-O0O-OCOO,other
1,205,767,345,767,345,781,205,781,111 STREET; TOWNCITY\, COUNTY,other
1,349,767,401,767,401,781,349,781,ST\, OOOCO,other
1,41,785,563,785,563,801,41,801,TEL: 0-000-000-OOOO FAX: 0-00J-0OO-ODOO E-MAIL: INFO@YOURCOMPANYSILE COM WEB: WWW-YAURCOMPANYSITE COM,other
1,102.14250707428745,746.4855042445724,123.84548890303097,743.466007008612,124.85749292571255,753.5144957554276,103.15451109696903,756.533992991388,YOU,other
