1,409,31,487,31,487,49,409,49,INVOICE ID:,other
1,565,31,681,31,681,49,565,49,INVI2O111209-22,Invoice_Number
1,53,43,117,43,117,57,53,57,ROMASHKA,Vendor_Name
1,123,43,145,43,145,57,123,57,LTD.,other
1,55,57,307,57,307,75,55,75,600 AMPHITHEATRE PARKWAY MOUNTAIN VIEW,other
1,311,59,371,59,371,73,311,73,CA 94043,Vendor_Address
1,409,57,503,57,503,73,409,73,INVOICE DATE:,other
1,565,57,639,57,639,73,565,73,12/08/2011,Created_Date
1,411,81,479,81,479,97,411,97,DUE DATE:,other
1,563,79,641,79,641,99,563,99,12/25/2012,other
1,409,103,537,103,537,123,409,123,TEXT CUSTOM FIELD:,other
1,563,103,689,103,689,121,563,121,VISIBLE FIELD IN PDF,other
1,320,186,436,186,436,216,320,216,INVOICE,other
1,75,241,151,241,151,259,75,259,DESCRIPTION,other
1,417,241,441,241,441,259,417,259,QTY,other
1,465,241,501,241,501,257,465,257,UNITS,other
1,519,239,623,239,623,259,519,259,UNIT PRICE (EUR),other
1,637,239,711,239,711,257,637,257,TOTAL (EUR),other
1,75,271,137,271,137,287,75,287,PROJECTING,Line_Item_Description
1,413,271,443,271,443,285,413,285,X1.0,Line_Item_Quantity
1,463,271,499,271,499,285,463,285,NOURS,other
1,587,271,623,271,623,285,587,285,50.00,Line_Item_Total
1,675,271,711,271,711,285,675,285,50.00,other
1,83,287,259,287,259,301,83,301,CONTEXT MENU FOR INVOICES LIST,other
1,75,317,127,317,127,333,75,333,DEVELOP,other
1,411,317,447,317,447,331,411,331,X17.0,Line_Item_Price
1,463,317,499,317,499,331,463,331,NOURS,other
1,585,317,623,317,623,331,585,331,40.00,Line_Item_Description
1,667,317,711,317,711,331,667,331,680.00,Line_Item_Total
1,81,331,271,331,271,347,81,347,INVOICE NUMBER FORMAT TEMPLATE,other
1,81,345,241,345,241,365,81,365,[PRO] DUPLICATING INVOICES,other
1,81,365,193,365,193,381,81,381,LANGUAGE SUPPORT,other
1,83,379,259,379,259,393,83,393,CONTEXT MENU FOR INVOICES LIST,other
1,75,409,127,409,127,425,75,425,ANALYSIS,other
1,415,409,443,409,443,423,415,423,X3.0,other
1,463,409,499,409,499,423,463,423,NOURS,other
1,585,409,623,409,623,423,585,423,35.00,other
1,669,409,711,409,711,423,669,423,105.00,other
1,81,423,241,423,241,441,81,441,[PRO] DUPLICATING INVOICES,other
1,81,441,193,441,193,457,81,457,LANGUAGE SUPPORT,other
1,411,487,481,487,481,503,411,503,SUB TOTAL:,other
1,665,485,711,485,711,503,665,503,835.00,other
1,409,511,499,511,499,529,409,529,TAX (18.0%):,other
1,663,509,711,509,711,527,663,527,150.30,Tax
1,411,535,535,535,535,553,411,553,DISCOUNT (10.0%):,other
1,671,535,711,535,711,551,671,551,83.50,other
1,411,557,497,557,497,577,411,577,TOTAL (EUR):,other
1,663,561,711,561,711,577,663,577,901.80,Total
1,41,609,177,609,177,627,41,627,YOUR BILLING INFORMATION,other
1,183,611,271,611,271,627,183,627,BANK; ADDRESS_,other
1,275,611,309,611,309,625,275,625,IBAN,other
1,313,611,357,611,357,625,313,625,SWVIFT,other
1,369,611,399,611,399,627,369,627,ETC:),other
1,41,638,193,638,193,657,41,657,WAS IST MIT BESCHREIBUNG,other
