1,926,84,988,84,988,108,926,108,ACME,other
1,1022,84,1196,84,1196,110,1022,110,87 QUEEN STREET,other
1,854,112,988,112,988,138,854,138,4161234567,Line_Item_Price
1,1030,112,1196,112,1196,138,1030,138,HAMLET\, ONTARIO,other
1,244,125,678,125,678,205,244,205,COMPANY NAME,other
1,1104,142,1196,142,1196,168,1104,168,NZRZR2,other
1,1110,172,1196,172,1196,196,1110,196,CANADA,Vendor_Address
1,254,198,646,198,646,250,254,250,AUTO REPAIR INVOICE,Bill_to_name
1,80,418,170,418,170,442,80,442,BILLED TO,other
1,400,418,540,418,540,442,400,442,DATE OF ISSUE,other
1,644,416,812,416,812,442,644,442,INVOICE NUMBER,other
1,994,418,1196,418,1196,444,994,444,AMOUNT DUE (CAD),other
1,80,446,234,446,234,472,80,472,ADEN MATCHETT,other
1,400,446,520,446,520,472,400,472,06/03/2019,other
1,644,446,740,446,740,472,644,472,0000005,other
1,78,469,250,469,250,505,78,505,VANDELAY GROUP,other
1,923,441,1202,441,1202,513,923,513,$5\,500.00,Total
1,80,504,248,504,248,530,80,530,123 MAIN STREET,other
1,400,516,502,516,502,542,400,542,DUE DATE,other
1,80,534,276,534,276,560,80,560,TOWNSVILLE\, ONTARIO,other
1,400,543,520,543,520,569,400,569,07/03/2019,Created_Date
1,81,563,171,563,171,587,81,587,M4LZDY,other
1,79,725,197,725,197,753,79,753,DESCRIPTION,other
1,816,726,868,726,868,750,816,750,RATE,other
1,990,726,1032,726,1032,754,990,754,QTY,other
1,1092,726,1196,726,1196,750,1092,750,LINE TOTAL,other
1,80,788,158,788,158,814,80,814,PROJECT,Line_Item_Description
1,760,788,868,788,868,814,760,814,$5\,000.00,other
1,1088,788,1196,788,1196,814,1088,814,S5\,000.00,other
1,79,849,186,849,186,879,79,879,EXPENSES,other
1,780,850,868,850,868,876,780,876,$500.00,Line_Item_Total
1,1106,850,1196,850,1196,876,1106,876,S500.00,other
1,874,954,964,954,964,980,874,980,SUBTOTAL,other
1,1100,954,1196,954,1196,980,1100,980,5\,500.00,other
1,924,994,964,994,964,1018,924,1018,TAX,other
1,1144,992,1196,992,1196,1018,1144,1018,0.00,Tax
1,910,1056,964,1056,964,1080,910,1080,TOTAL,other
1,1099,1053,1196,1053,1196,1082,1099,1082,5\,500.00,other
1,828,1084,964,1084,964,1110,828,1110,AMOUNT PAID,other
1,1144,1084,1196,1084,1196,1110,1144,1110,0.00,other
1,762,1148,966,1148,966,1178,762,1178,AMOUNT DUE (CAD),other
1,1088,1148,1196,1148,1196,1174,1088,1174,S5\,500.00,other
